New_days	New_S_Mean	New_E_Mean	New_IP_Mean	New_IA_Mean	New_TotalInfectious	New_H_Mean	New_ICU_Mean	New_Recovered_Mean	New_DeadCovid_Mean
292	0.000001	0.000001	0.000004	0.000003	0.000004	0.000001	0.000000	0.000019	0.000001
293	0.000001	0.000001	0.000003	0.000003	0.000004	0.000002	0.000000	0.000017	0.000001
294	0.000001	0.000001	0.000003	0.000002	0.000003	0.000001	0.000000	0.000016	0.000001
295	0.000001	0.000001	0.000003	0.000002	0.000003	0.000001	0.000000	0.000016	0.000001
296	0.000001	0.000001	0.000003	0.000002	0.000003	0.000001	0.000000	0.000014	0.000001
297	0.000001	0.000001	0.000003	0.000002	0.000003	0.000001	0.000000	0.000014	0.000001
298	0.000001	0.000001	0.000003	0.000002	0.000003	0.000001	0.000000	0.000013	0.000001
299	0.000001	0.000001	0.000002	0.000002	0.000003	0.000001	0.000000	0.000012	0.000001
300	0.000001	0.000001	0.000002	0.000002	0.000003	0.000001	0.000000	0.000011	0.000001
301	0.000001	0.000001	0.000002	0.000002	0.000002	0.000001	0.000000	0.000011	0.000001
302	0.000001	0.000001	0.000002	0.000002	0.000002	0.000001	0.000000	0.000010	0.000001
303	0.000001	0.000001	0.000002	0.000001	0.000002	0.000001	0.000000	0.000009	0.000001
304	0.000001	0.000001	0.000002	0.000001	0.000002	0.000001	0.000000	0.000008	0.000001
305	0.000001	0.000001	0.000002	0.000001	0.000002	0.000001	0.000000	0.000008	0.000001
306	0.000001	0.000001	0.000002	0.000001	0.000002	0.000001	0.000000	0.000008	0.000001
307	0.000001	0.000001	0.000001	0.000001	0.000002	0.000001	0.000000	0.000007	0.000001
308	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000007	0.000001
309	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000007	0.000001
310	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000000	0.000006	0.000001
311	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000006	0.000001
312	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000006	0.000001
313	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000005	0.000001
314	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000005	0.000001
315	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000004	0.000001
316	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000004	0.000001
317	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000004	0.000001
318	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000004	0.000000
319	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000004	0.000000
320	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000003	0.000000
321	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000003	0.000000
322	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000003	0.000000
323	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000003	0.000000
324	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000003	0.000000
325	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000002	0.000000
326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
327	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000002	0.000000
328	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
338	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
339	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
341	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
348	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
360	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
361	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
362	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
367	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
371	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
377	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
399	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
